Index,Timestamp,Min Temp,Max Temp,Min Humidity,Max Humidity
2817,2026-01-19 16:55:00.042043,28.4,28.6,46,46
2818,2026-01-19 17:55:00.042043,28.6,28.8,45,46
2819,2026-01-19 18:55:00.042043,28.8,29.4,46,59
2820,2026-01-19 19:55:00.042043,29.4,29.6,47,48
2821,2026-01-19 20:55:00.042043,29.2,29.5,48,49
2822,2026-01-19 21:55:00.042043,29.0,29.3,48,48
2823,2026-01-19 22:55:00.042043,28.8,29.0,48,48
2824,2026-01-19 23:55:00.042043,28.7,28.9,48,48
2825,2026-01-20 00:55:00.042043,28.6,28.8,48,48
2826,2026-01-20 01:55:00.042043,28.5,28.7,48,48
2827,2026-01-20 02:55:00.042043,28.4,28.6,48,48
2828,2026-01-20 03:55:00.042043,28.4,28.5,48,49
2829,2026-01-20 04:55:00.042043,28.3,28.4,48,49
